Periode;Wilayah;Kecamatan;Nama Puskesmas;Poli;Baru;Lama;Total Kunjungan
April;Surabaya Pusat;Simokerto;Puskesmas Sidotopo Wetan;LANSIA;10;631;641
April;Surabaya Pusat;Simokerto;Puskesmas Sidotopo Wetan;PARU;7;255;262
April;Surabaya Pusat;Simokerto;Puskesmas Sidotopo Wetan;PSIKOLOGI;52;85;137
April;Surabaya Pusat;Simokerto;Puskesmas Sidotopo Wetan;RAWAT INAP;29;117;146
April;Surabaya Pusat;Simokerto;Puskesmas Sidotopo Wetan;SANITASI;29;96;125
April;Surabaya Barat;Sukomanunggal;Puskesmas Sidotopo Wetan;UMUM;338;3753;4091
April;Surabaya Barat;Sukomanunggal;Puskesmas Simolawang;ANAK;76;756;832
April;Surabaya Barat;Sukomanunggal;Puskesmas Simolawang;BATRA;0;17;17
April;Surabaya Barat;Sukomanunggal;Puskesmas Simolawang;GIGI;20;482;502
April;Surabaya Barat;Sukomanunggal;Puskesmas Simolawang;GIZI;0;37;37
April;Surabaya Barat;Sukomanunggal;Puskesmas Simolawang;INSTALASI GAWAT DARURAT;0;1;1
April;Surabaya Barat;Sukomanunggal;Puskesmas Simolawang;KIA;22;326;348
April;Surabaya Barat;Sukomanunggal;Puskesmas Simolawang;LANSIA;12;455;467
April;Surabaya Barat;Sukomanunggal;Puskesmas Simolawang;PARU;2;131;133
April;Surabaya Barat;Sukomanunggal;Puskesmas Simolawang;PSIKOLOGI;0;21;21
April;Surabaya Selatan;Wonocolo;Puskesmas Simolawang;UMUM;156;2063;2219
April;Surabaya Selatan;Wonocolo;Puskesmas Simomulyo;ANAK;66;785;851
April;Surabaya Selatan;Wonocolo;Puskesmas Simomulyo;BATRA;0;15;15
April;Surabaya Selatan;Wonocolo;Puskesmas Simomulyo;GIGI;50;534;584
April;Surabaya Selatan;Wonocolo;Puskesmas Simomulyo;GIZI;3;36;39
April;Surabaya Selatan;Wonocolo;Puskesmas Simomulyo;INSTALASI GAWAT DARURAT;12;58;70
April;Surabaya Selatan;Wonocolo;Puskesmas Simomulyo;KIA;142;865;1007
April;Surabaya Selatan;Wonocolo;Puskesmas Simomulyo;LANSIA;31;1366;1397
April;Surabaya Selatan;Wonocolo;Puskesmas Simomulyo;PSIKOLOGI;4;37;41
April;Surabaya Selatan;Wonocolo;Puskesmas Simomulyo;RAWAT INAP;1;8;9
April;Surabaya Selatan;Wonocolo;Puskesmas Simomulyo;UMUM;349;3007;3356
April;Surabaya Pusat;Simokerto;Puskesmas Siwalankerto;BATRA;1;15;16
April;Surabaya Pusat;Simokerto;Puskesmas Siwalankerto;GIGI;24;255;279
April;Surabaya Pusat;Simokerto;Puskesmas Siwalankerto;GIZI;1;16;17
April;Surabaya Pusat;Simokerto;Puskesmas Siwalankerto;INSTALASI GAWAT DARURAT;32;62;94
April;Surabaya Pusat;Simokerto;Puskesmas Siwalankerto;KIA;83;414;497
April;Surabaya Pusat;Simokerto;Puskesmas Siwalankerto;LANSIA;9;465;474
April;Surabaya Pusat;Simokerto;Puskesmas Siwalankerto;PSIKOLOGI;3;11;14
April;Surabaya Pusat;Simokerto;Puskesmas Siwalankerto;RAWAT INAP;2;14;16
April;Surabaya Pusat;Simokerto;Puskesmas Siwalankerto;UMUM;213;1870;2083
April;Surabaya Utara;Kenjeran;Puskesmas Tambakrejo;BATRA;0;26;26
April;Surabaya Utara;Kenjeran;Puskesmas Tambakrejo;GIGI;35;277;312
April;Surabaya Utara;Kenjeran;Puskesmas Tambakrejo;GIZI;2;22;24
April;Surabaya Utara;Kenjeran;Puskesmas Tambakrejo;INSTALASI GAWAT DARURAT;1;0;1
April;Surabaya Utara;Kenjeran;Puskesmas Tambakrejo;KIA;85;793;878
April;Surabaya Utara;Kenjeran;Puskesmas Tambakrejo;LANSIA;23;714;737
April;Surabaya Utara;Kenjeran;Puskesmas Tambakrejo;PKPR;22;102;124
April;Surabaya Utara;Kenjeran;Puskesmas Tambakrejo;UMUM;226;2130;2356
April;Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;BATRA;0;17;17
April;Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;GIGI;25;352;377
April;Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;GIZI;3;19;22
April;Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;INSTALASI GAWAT DARURAT;4;1;5
April;Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;KIA;71;454;525
April;Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;LANSIA;5;223;228
April;Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;PSIKOLOGI;3;28;31
April;Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;SANITASI;0;1;1
April;Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;UMUM;104;1058;1162
April;Surabaya Utara;Kenjeran;Puskesmas Tanah Kali Kedinding;ANAK;63;547;610
April;Surabaya Barat;Sukomanunggal;Puskesmas Tanah Kali Kedinding;BATRA;81;809;890
April;Surabaya Barat;Sukomanunggal;Puskesmas Tanah Kali Kedinding;GIGI;52;539;591
April;Surabaya Barat;Sukomanunggal;Puskesmas Tanah Kali Kedinding;GIZI;0;7;7
April;Surabaya Barat;Sukomanunggal;Puskesmas Tanah Kali Kedinding;INSTALASI GAWAT DARURAT;50;67;117
April;Surabaya Barat;Sukomanunggal;Puskesmas Tanah Kali Kedinding;KIA;123;766;889
April;Surabaya Barat;Sukomanunggal;Puskesmas Tanah Kali Kedinding;LANSIA;15;512;527
April;Surabaya Barat;Sukomanunggal;Puskesmas Tanah Kali Kedinding;MEDICAL CHECK UP;43;52;95
April;Surabaya Pusat;Bubutan;Puskesmas Tanah Kali Kedinding;PSIKOLOGI;5;62;67
April;Surabaya Pusat;Bubutan;Puskesmas Tanah Kali Kedinding;RAWAT INAP;11;43;54
April;Surabaya Pusat;Bubutan;Puskesmas Tanah Kali Kedinding;UMUM;291;2494;2785
April;Surabaya Pusat;Bubutan;Puskesmas Tanjungsari;GIGI;42;334;376
April;Surabaya Pusat;Bubutan;Puskesmas Tanjungsari;GIZI;1;1;2
April;Surabaya Pusat;Bubutan;Puskesmas Tanjungsari;INSTALASI GAWAT DARURAT;12;13;25
April;Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tanjungsari;KIA;72;366;438
April;Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tanjungsari;LANSIA;13;279;292
April;Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tanjungsari;PSIKOLOGI;0;2;2
April;Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tanjungsari;UMUM;236;1263;1499
April;Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tembok Dukuh;BATRA;1;18;19
April;Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tembok Dukuh;GIGI;47;340;387
April;Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tembok Dukuh;GIZI;13;45;58
April;Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tembok Dukuh;INSTALASI GAWAT DARURAT;1;0;1
April;Surabaya Timur;Tenggilis Mejoyo;Puskesmas Tembok Dukuh;KIA;144;543;687
April;Surabaya Selatan;Wiyung;Puskesmas Tembok Dukuh;PSIKOLOGI;0;4;4
April;Surabaya Selatan;Wiyung;Puskesmas Tembok Dukuh;SANITASI;0;2;2
April;Surabaya Selatan;Wiyung;Puskesmas Tembok Dukuh;UMUM;314;2740;3054
April;Surabaya Selatan;Wiyung;Puskesmas Tenggilis;BATRA;0;19;19
April;Surabaya Selatan;Wiyung;Puskesmas Tenggilis;GIGI;58;508;566
April;Surabaya Selatan;Wiyung;Puskesmas Tenggilis;GIZI;12;45;57
April;Surabaya Selatan;Wiyung;Puskesmas Tenggilis;INSTALASI GAWAT DARURAT;8;13;21
April;Surabaya Selatan;Wiyung;Puskesmas Tenggilis;KIA;171;1089;1260
April;Surabaya Selatan;Wiyung;Puskesmas Tenggilis;LANSIA;27;742;769
April;Surabaya Selatan;Wiyung;Puskesmas Tenggilis;PKPR;0;1;1
April;Surabaya Selatan;Wonokromo;Puskesmas Tenggilis;PSIKOLOGI;8;42;50
April;Surabaya Selatan;Wonokromo;Puskesmas Tenggilis;RAWAT INAP;1;10;11
April;Surabaya Selatan;Wonokromo;Puskesmas Tenggilis;UMUM;357;2345;2702
April;Surabaya Selatan;Wonokromo;Puskesmas Wiyung;ANAK;68;624;692
April;Surabaya Selatan;Wonokromo;Puskesmas Wiyung;BATRA;8;67;75
April;Surabaya Selatan;Wonokromo;Puskesmas Wiyung;GIGI;54;563;617
April;Surabaya Selatan;Wonokromo;Puskesmas Wiyung;GIZI;3;33;36
April;Surabaya Pusat;Pegirian;Puskesmas Wiyung;INSTALASI GAWAT DARURAT;1;0;1
April;Surabaya Pusat;Pegirian;Puskesmas Wiyung;KIA;38;349;387
April;Surabaya Pusat;Pegirian;Puskesmas Wiyung;LANSIA;17;664;681
April;Surabaya Pusat;Pegirian;Puskesmas Wiyung;PKPR;38;42;80
April;Surabaya Pusat;Pegirian;Puskesmas Wiyung;PSIKOLOGI;19;37;56
April;Surabaya Pusat;Pegirian;Puskesmas Wiyung;SANITASI;2;23;25
April;Surabaya Pusat;Pegirian;Puskesmas Wiyung;UMUM;352;2745;3097
April;Surabaya Pusat;Pegirian;Puskesmas Wonokromo;BATRA;0;11;11
April;Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;GIGI;43;320;363
April;Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;KIA;81;573;654
April;Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;LANSIA;7;720;727
April;Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;PSIKOLOGI;3;10;13
April;Surabaya Selatan;Wonokromo;Puskesmas Wonokromo;UMUM;204;1565;1769
April;Surabaya Pusat;Pegirian;Puskesmas Wonokusumo;BATRA;0;6;6
April;Surabaya Pusat;Pegirian;Puskesmas Wonokusumo;GIGI;32;542;574
April;Surabaya Pusat;Pegirian;Puskesmas Wonokusumo;GIZI;3;29;32
April;Surabaya Pusat;Pegirian;Puskesmas Wonokusumo;KIA;162;889;1051
April;Surabaya Pusat;Pegirian;Puskesmas Wonokusumo;LANSIA;17;702;719
April;Surabaya Pusat;Pegirian;Puskesmas Wonokusumo;PSIKOLOGI;11;13;24
April;Surabaya Pusat;Pegirian;Puskesmas Wonokusumo;SANITASI;0;2;2
April;Surabaya Pusat;Pegirian;Puskesmas Wonokusumo;UMUM;193;2509;2702
